dataset,model,runtime_minutes,test_f1,test_conf_matrix,test_roc_curve,test_prc_curve,learning_curves_loss,learning_curves_f1,train_conf_matrix,val_conf_matrix,learning_curves_acc,learning_curves_precision,learning_curves_recall,test_acc,test_precision,test_recall,test_loss,val_acc,val_precision,val_recall,val_f1,val_loss,train_acc,train_precision,train_recall,train_f1,train_loss,Patience,freezed_layers,embedding,grid_runtime_minutes,num_combinations,val_roc_curve,val_prc_curve,train_roc_curve,train_prc_curve,best_params,TP,FN,FP,TN,recall_positive,precision_positive,f1_positive,recall_negative,precision_negative,f1_negative,test_macro_recall,test_macro_f1,test_weighted_recall,test_weighted_f1,ROC_area,data_augmentation,tamaño_dataset,balance
balanced_total_insert_BERT,Random_Forest_Classifier,0.0377693504095077,0.1132075471698113,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Random_Forest_Classifier_Doc2Vec_test.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Random_Forest_Classifier_Doc2Vec_test.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Random_Forest_Classifier_Doc2Vec_test.png,,/home/froh/FinalProject_cl/learningcurve_balanced_total_insert_BERT_Random_Forest_Classifier_Doc2Vec.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Random_Forest_Classifier_Doc2Vec_train.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Random_Forest_Classifier_Doc2Vec_val.png,,,,0.9530469530469532,0.125,0.1034482758620689,,0.9191655801825294,0.9312169312169312,0.9072164948453608,0.9190600522193212,,1.0,1.0,1.0,1.0,,,0.0,Doc2Vec,0.453232204914093,12.0,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Random_Forest_Classifier_Doc2Vec_val.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Random_Forest_Classifier_Doc2Vec_val.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Random_Forest_Classifier_Doc2Vec_train.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Random_Forest_Classifier_Doc2Vec_train.png,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 200}",3,26,21,951,0.1034482758620689,0.125,0.1132075471698113,0.9783950617283952,0.9733879222108496,0.9758850692662904,0.5409216687952321,0.5445463082180508,0.9530469530469532,0.9508924137809778,0.82,04 insert BERT,07. 3785 - 3879,03. balanced
balanced_total_insert_BERT,Logistic_Regression,0.0533299956056806,0.1282051282051282,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Logistic_Regression_FastText_test.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Logistic_Regression_FastText_test.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Logistic_Regression_FastText_test.png,,/home/froh/FinalProject_cl/learningcurve_balanced_total_insert_BERT_Logistic_Regression_FastText.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Logistic_Regression_FastText_train.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Logistic_Regression_FastText_val.png,,,,0.7282717282717283,0.0706713780918728,0.6896551724137931,,0.771838331160365,0.7655860349127181,0.7912371134020618,0.7782002534854244,,0.7468464549804262,0.7391066045491915,0.7725580063019192,0.7554621848739496,,,0.0,FastText,0.3199799736340841,6.0,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Logistic_Regression_FastText_val.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Logistic_Regression_FastText_val.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Logistic_Regression_FastText_train.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Logistic_Regression_FastText_train.png,"{'C': 100, 'penalty': 'l2', 'solver': 'saga'}",20,9,263,709,0.6896551724137931,0.0706713780918728,0.1282051282051282,0.7294238683127572,0.9874651810584958,0.8390532544378698,0.7095395203632752,0.483629191321499,0.7282717282717283,0.8184592527787794,0.78,04 insert BERT,07. 3785 - 3879,03. balanced
balanced_total_insert_BERT,Naive_Bayes,0.0003157718976338,0.0946969696969696,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Naive_Bayes_FastText_test.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Naive_Bayes_FastText_test.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Naive_Bayes_FastText_test.png,,/home/froh/FinalProject_cl/learningcurve_balanced_total_insert_BERT_Naive_Bayes_FastText.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Naive_Bayes_FastText_train.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Naive_Bayes_FastText_val.png,,,,0.5224775224775224,0.0501002004008016,0.8620689655172413,,0.7301173402868318,0.6850715746421268,0.8634020618556701,0.7639680729760547,,0.7156734812237204,0.6650841605524385,0.8828415926668577,0.7586461538461539,,,0.0,FastText,0.031577189763387,100.0,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Naive_Bayes_FastText_val.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Naive_Bayes_FastText_val.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Naive_Bayes_FastText_train.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Naive_Bayes_FastText_train.png,{'var_smoothing': 0.01},25,4,474,498,0.8620689655172413,0.0501002004008016,0.0946969696969696,0.5123456790123457,0.9920318725099602,0.6757123473541384,0.6872073222647935,0.3852046585255541,0.5224775224775224,0.6588797340154193,0.76,04 insert BERT,07. 3785 - 3879,03. balanced
balanced_total_insert_BERT,Random_Forest_Classifier,0.0762637989388571,0.3199999999999999,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Random_Forest_Classifier_FastText_test.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Random_Forest_Classifier_FastText_test.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Random_Forest_Classifier_FastText_test.png,,/home/froh/FinalProject_cl/learningcurve_balanced_total_insert_BERT_Random_Forest_Classifier_FastText.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Random_Forest_Classifier_FastText_train.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Random_Forest_Classifier_FastText_val.png,,,,0.932067932067932,0.2253521126760563,0.5517241379310345,,0.9582790091264668,0.9759358288770054,0.940721649484536,0.958005249343832,,1.0,1.0,1.0,1.0,,,0.0,FastText,0.9151655872662862,12.0,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Random_Forest_Classifier_FastText_val.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Random_Forest_Classifier_FastText_val.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Random_Forest_Classifier_FastText_train.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Random_Forest_Classifier_FastText_train.png,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 200}",16,13,55,917,0.5517241379310345,0.2253521126760563,0.3199999999999999,0.9434156378600824,0.986021505376344,0.964248159831756,0.7475698878955583,0.6421240799158779,0.932067932067932,0.945583627728738,0.84,04 insert BERT,07. 3785 - 3879,03. balanced
balanced_total_insert_BERT,Logistic_Regression,0.2571119672722287,0.6666666666666667,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Logistic_Regression_text-embedding-3-large_test.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Logistic_Regression_text-embedding-3-large_test.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Logistic_Regression_text-embedding-3-large_test.png,,/home/froh/FinalProject_cl/learningcurve_balanced_total_insert_BERT_Logistic_Regression_text-embedding-3-large.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Logistic_Regression_text-embedding-3-large_train.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Logistic_Regression_text-embedding-3-large_val.png,,,,0.978021978021978,0.5945945945945946,0.7586206896551724,,0.9921773142112124,0.9847715736040608,1.0,0.9923273657289,,1.0,1.0,1.0,1.0,,,0.0,text-embedding-3-large,1.542671803633372,6.0,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Logistic_Regression_text-embedding-3-large_val.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Logistic_Regression_text-embedding-3-large_val.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Logistic_Regression_text-embedding-3-large_train.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Logistic_Regression_text-embedding-3-large_train.png,"{'C': 100, 'penalty': 'l2', 'solver': 'saga'}",22,7,15,957,0.7586206896551724,0.5945945945945946,0.6666666666666667,0.984567901234568,0.9927385892116184,0.9886363636363636,0.8715942954448701,0.8276515151515151,0.978021978021978,0.979308570217661,0.96,04 insert BERT,07. 3785 - 3879,03. balanced
balanced_total_insert_BERT,Naive_Bayes,0.0033876166343688,0.2941176470588236,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Naive_Bayes_text-embedding-3-large_test.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Naive_Bayes_text-embedding-3-large_test.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Naive_Bayes_text-embedding-3-large_test.png,,/home/froh/FinalProject_cl/learningcurve_balanced_total_insert_BERT_Naive_Bayes_text-embedding-3-large.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Naive_Bayes_text-embedding-3-large_train.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Naive_Bayes_text-embedding-3-large_val.png,,,,0.8801198801198801,0.1773049645390071,0.8620689655172413,,0.9282920469361148,0.9070904645476772,0.9561855670103092,0.93099121706399,,0.920690155139916,0.9050632911392406,0.9421369235176168,0.9232280701754386,,,0.0,text-embedding-3-large,0.3387616634368896,100.0,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Naive_Bayes_text-embedding-3-large_val.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Naive_Bayes_text-embedding-3-large_val.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Naive_Bayes_text-embedding-3-large_train.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Naive_Bayes_text-embedding-3-large_train.png,{'var_smoothing': 0.015199110829529332},25,4,116,856,0.8620689655172413,0.1773049645390071,0.2941176470588236,0.8806584362139918,0.9953488372093025,0.9344978165938864,0.8713637008656165,0.614307731826355,0.8801198801198801,0.9159453441498135,0.93,04 insert BERT,07. 3785 - 3879,03. balanced
balanced_total_insert_BERT,Random_Forest_Classifier,0.2309524334139294,0.6551724137931034,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Random_Forest_Classifier_text-embedding-3-large_test.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Random_Forest_Classifier_text-embedding-3-large_test.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Random_Forest_Classifier_text-embedding-3-large_test.png,,/home/froh/FinalProject_cl/learningcurve_balanced_total_insert_BERT_Random_Forest_Classifier_text-embedding-3-large.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Random_Forest_Classifier_text-embedding-3-large_train.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_insert_BERT_Random_Forest_Classifier_text-embedding-3-large_val.png,,,,0.98001998001998,0.6551724137931034,0.6551724137931034,,0.9908735332464146,0.9847328244274808,0.9974226804123713,0.9910371318822022,,1.0,1.0,1.0,1.0,,,0.0,text-embedding-3-large,2.771429200967153,12.0,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Random_Forest_Classifier_text-embedding-3-large_val.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Random_Forest_Classifier_text-embedding-3-large_val.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_insert_BERT_Random_Forest_Classifier_text-embedding-3-large_train.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_insert_BERT_Random_Forest_Classifier_text-embedding-3-large_train.png,"{'max_depth': 30, 'min_samples_leaf': 1, 'n_estimators': 200}",19,10,10,962,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.9897119341563786,0.9897119341563786,0.9897119341563786,0.822442173974741,0.822442173974741,0.98001998001998,0.98001998001998,0.97,04 insert BERT,07. 3785 - 3879,03. balanced
balanced_total_substitute_BERT,Logistic_Regression,4.542643245723513,0.4705882352941176,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Logistic_Regression_BoW_test.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Logistic_Regression_BoW_test.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Logistic_Regression_BoW_test.png,,/home/froh/FinalProject_cl/learningcurve_balanced_total_substitute_BERT_Logistic_Regression_BoW.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Logistic_Regression_BoW_train.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Logistic_Regression_BoW_val.png,,,,0.964035964035964,0.4102564102564102,0.5517241379310345,,0.9856584093872228,0.9896103896103896,0.981958762886598,0.9857697283311772,,0.9988400753950992,1.0,0.9977083930105988,0.9988528821336392,,,0.0,BoW,27.25585947434108,6.0,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Logistic_Regression_BoW_val.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Logistic_Regression_BoW_val.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Logistic_Regression_BoW_train.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Logistic_Regression_BoW_train.png,"{'C': 100, 'penalty': 'l2', 'solver': 'saga'}",16,13,23,949,0.5517241379310345,0.4102564102564102,0.4705882352941176,0.9763374485596708,0.9864864864864864,0.9813857290589452,0.7640307932453526,0.7259869821765315,0.964035964035964,0.9665874000687554,0.84,03 substitute BERT,07. 3785 - 3879,03. balanced
balanced_total_substitute_BERT,Naive_Bayes,0.0460251650412877,0.3883495145631068,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Naive_Bayes_BoW_test.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Naive_Bayes_BoW_test.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Naive_Bayes_BoW_test.png,,/home/froh/FinalProject_cl/learningcurve_balanced_total_substitute_BERT_Naive_Bayes_BoW.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Naive_Bayes_BoW_train.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Naive_Bayes_BoW_val.png,,,,0.9370629370629372,0.2702702702702703,0.6896551724137931,,0.9582790091264668,0.9517766497461928,0.9664948453608248,0.959079283887468,,0.9749166304190228,0.9817073170731708,0.968490403895732,0.9750540735400144,,,0.0,BoW,4.602516504128774,100.0,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Naive_Bayes_BoW_val.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Naive_Bayes_BoW_val.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Naive_Bayes_BoW_train.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Naive_Bayes_BoW_train.png,{'var_smoothing': 0.008111308307896872},20,9,54,918,0.6896551724137931,0.2702702702702703,0.3883495145631068,0.9444444444444444,0.9902912621359224,0.966824644549763,0.8170498084291188,0.6775870795564349,0.9370629370629372,0.9500656247999,0.85,03 substitute BERT,07. 3785 - 3879,03. balanced
balanced_total_substitute_BERT,Random_Forest_Classifier,0.1113158259126875,0.4146341463414633,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Random_Forest_Classifier_BoW_test.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Random_Forest_Classifier_BoW_test.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Random_Forest_Classifier_BoW_test.png,,/home/froh/FinalProject_cl/learningcurve_balanced_total_substitute_BERT_Random_Forest_Classifier_BoW.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Random_Forest_Classifier_BoW_train.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Random_Forest_Classifier_BoW_val.png,,,,0.952047952047952,0.320754716981132,0.5862068965517241,,0.9817470664928292,0.9722222222222222,0.9922680412371134,0.9821428571428572,,0.9998550094243874,0.99971363115693,1.0,0.9998567950737506,,,0.0,BoW,1.3357899109522502,12.0,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Random_Forest_Classifier_BoW_val.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Random_Forest_Classifier_BoW_val.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Random_Forest_Classifier_BoW_train.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Random_Forest_Classifier_BoW_train.png,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 80}",17,12,36,936,0.5862068965517241,0.320754716981132,0.4146341463414633,0.9629629629629628,0.9873417721518988,0.975,0.7745849297573435,0.6948170731707317,0.952047952047952,0.958765624619283,0.94,03 substitute BERT,07. 3785 - 3879,03. balanced
balanced_total_substitute_BERT,Logistic_Regression,1.1392532110214233,0.4516129032258064,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Logistic_Regression_TF-IDF_test.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Logistic_Regression_TF-IDF_test.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Logistic_Regression_TF-IDF_test.png,,/home/froh/FinalProject_cl/learningcurve_balanced_total_substitute_BERT_Logistic_Regression_TF-IDF.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Logistic_Regression_TF-IDF_train.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Logistic_Regression_TF-IDF_val.png,,,,0.966033966033966,0.4242424242424242,0.4827586206896552,,0.9908735332464146,0.9948051948051948,0.9871134020618556,0.9909443725743856,,0.9994200376975496,1.0,0.9988541965052994,0.999426769848094,,,0.0,TF-IDF,6.83551926612854,6.0,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Logistic_Regression_TF-IDF_val.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Logistic_Regression_TF-IDF_val.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Logistic_Regression_TF-IDF_train.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Logistic_Regression_TF-IDF_train.png,"{'C': 100, 'penalty': 'l2', 'solver': 'saga'}",14,15,19,953,0.4827586206896552,0.4242424242424242,0.4516129032258064,0.9804526748971192,0.984504132231405,0.9824742268041236,0.7316056477933872,0.717043565014965,0.966033966033966,0.9670946280191374,0.94,03 substitute BERT,07. 3785 - 3879,03. balanced
balanced_total_substitute_BERT,Naive_Bayes,0.0283107200860977,0.0845070422535211,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Naive_Bayes_TF-IDF_test.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Naive_Bayes_TF-IDF_test.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Naive_Bayes_TF-IDF_test.png,,/home/froh/FinalProject_cl/learningcurve_balanced_total_substitute_BERT_Naive_Bayes_TF-IDF.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Naive_Bayes_TF-IDF_train.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Naive_Bayes_TF-IDF_val.png,,,,0.8051948051948052,0.0489130434782608,0.3103448275862069,,0.8748370273794003,0.8067226890756303,0.9896907216494846,0.888888888888889,,0.9696969696969696,0.9435135135135136,1.0,0.9709358920873314,,,0.0,TF-IDF,2.831072008609772,100.0,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Naive_Bayes_TF-IDF_val.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Naive_Bayes_TF-IDF_val.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Naive_Bayes_TF-IDF_train.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Naive_Bayes_TF-IDF_train.png,{'var_smoothing': 0.0002310129700083158},9,20,175,797,0.3103448275862069,0.0489130434782608,0.0845070422535211,0.8199588477366255,0.9755201958384332,0.8910005589714924,0.5651518376614162,0.4877538006125068,0.8051948051948052,0.867635611933709,0.56,03 substitute BERT,07. 3785 - 3879,03. balanced
balanced_total_substitute_BERT,Random_Forest_Classifier,0.1489051093657811,0.5142857142857142,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Random_Forest_Classifier_TF-IDF_test.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Random_Forest_Classifier_TF-IDF_test.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Random_Forest_Classifier_TF-IDF_test.png,,/home/froh/FinalProject_cl/learningcurve_balanced_total_substitute_BERT_Random_Forest_Classifier_TF-IDF.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Random_Forest_Classifier_TF-IDF_train.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Random_Forest_Classifier_TF-IDF_val.png,,,,0.966033966033966,0.4390243902439024,0.6206896551724138,,0.9895697522816168,0.9871794871794872,0.9922680412371134,0.9897172236503856,,0.9998550094243874,0.99971363115693,1.0,0.9998567950737506,,,0.0,TF-IDF,1.7868613123893735,12.0,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Random_Forest_Classifier_TF-IDF_val.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Random_Forest_Classifier_TF-IDF_val.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Random_Forest_Classifier_TF-IDF_train.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Random_Forest_Classifier_TF-IDF_train.png,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 200}",18,11,23,949,0.6206896551724138,0.4390243902439024,0.5142857142857142,0.9763374485596708,0.9885416666666668,0.9824016563146998,0.7985135518660422,0.748343685300207,0.966033966033966,0.9688398557963775,0.93,03 substitute BERT,07. 3785 - 3879,03. balanced
balanced_total_substitute_BERT,Logistic_Regression,0.0530972884760962,0.2222222222222222,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Logistic_Regression_Doc2Vec_test.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Logistic_Regression_Doc2Vec_test.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Logistic_Regression_Doc2Vec_test.png,,/home/froh/FinalProject_cl/learningcurve_balanced_total_substitute_BERT_Logistic_Regression_Doc2Vec.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Logistic_Regression_Doc2Vec_train.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Logistic_Regression_Doc2Vec_val.png,,,,0.916083916083916,0.1518987341772152,0.4137931034482758,,0.9009126466753584,0.8979591836734694,0.9072164948453608,0.9025641025641026,,0.8845875018123822,0.8824865171728641,0.890575766256087,0.8865126889078985,,,0.0,Doc2Vec,0.3185837308565775,6.0,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Logistic_Regression_Doc2Vec_val.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Logistic_Regression_Doc2Vec_val.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Logistic_Regression_Doc2Vec_train.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Logistic_Regression_Doc2Vec_train.png,"{'C': 100, 'penalty': 'l2', 'solver': 'saga'}",12,17,67,905,0.4137931034482758,0.1518987341772152,0.2222222222222222,0.9310699588477366,0.9815618221258134,0.955649419218585,0.6724315311480062,0.5889358207204036,0.916083916083916,0.9344012786462628,0.78,03 substitute BERT,07. 3785 - 3879,03. balanced
balanced_total_substitute_BERT,Naive_Bayes,0.0002000285387039,0.1458333333333333,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Naive_Bayes_Doc2Vec_test.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Naive_Bayes_Doc2Vec_test.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Naive_Bayes_Doc2Vec_test.png,,/home/froh/FinalProject_cl/learningcurve_balanced_total_substitute_BERT_Naive_Bayes_Doc2Vec.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Naive_Bayes_Doc2Vec_train.png,/home/froh/FinalProject_cl/conf_matrix_balanced_total_substitute_BERT_Naive_Bayes_Doc2Vec_val.png,,,,0.8361638361638362,0.0858895705521472,0.4827586206896552,,0.6636245110821382,0.7480916030534351,0.5051546391752577,0.603076923076923,,0.6734812237204582,0.7469111199681148,0.5368089372672586,0.6246666666666666,,,0.0,Doc2Vec,0.0200028538703918,100.0,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Naive_Bayes_Doc2Vec_val.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Naive_Bayes_Doc2Vec_val.png,/home/froh/FinalProject_cl/roc_curve_balanced_total_substitute_BERT_Naive_Bayes_Doc2Vec_train.png,/home/froh/FinalProject_cl/prc_curve_balanced_total_substitute_BERT_Naive_Bayes_Doc2Vec_train.png,{'var_smoothing': 1.5199110829529332e-05},14,15,149,823,0.4827586206896552,0.0858895705521472,0.1458333333333333,0.8467078189300411,0.9821002386634844,0.9093922651933702,0.6647332198098481,0.5276127992633518,0.8361638361638362,0.8872711772573652,0.82,03 substitute BERT,07. 3785 - 3879,03. balanced
